Name,TotalMinutes,PER,TSPCT,3PAr,FTr,ORBPCT,DRBPCT,TRBPCT,ASTPCT,STLPCT,BLKPCT,TOVPCT,USGPCT,OWS,DWS,WS,WS48,OBPM,DBPM,BPM,VORP
Bennedict Mathurin,1538,13.0,0.562,0.323,0.338,4.4,12.8,8.6,0.099,0.011000000000000001,0.7,0.113,0.23399999999999999,0.7,0.7,1.4,0.044,-1.2,-2.2,-3.5,-0.6
Wesley Matthews,404,8.2,0.516,0.705,0.232,2.3,12.3,7.1,0.067,0.018000000000000002,2.4,0.071,0.11599999999999999,0.2,0.3,0.4,0.05,-3.0,0.2,-2.8,-0.1
Tyrese Maxey,2436,19.5,0.569,0.401,0.271,1.5,9.5,5.4,0.267,0.013000000000000001,1.2,0.071,0.27899999999999997,5.2,1.8,7.0,0.138,3.9,-1.2,2.7,2.9
Skylar Mays,427,12.0,0.468,0.342,0.108,2.5,9.1,5.7,0.292,0.023,0.8,0.10800000000000001,0.18600000000000003,0.1,0.3,0.4,0.042,-2.1,0.0,-2.1,0.0
Skylar Mays,356,11.9,0.457,0.355,0.123,2.7,9.4,5.9,0.316,0.019,0.8,0.11,0.196,0.0,0.2,0.2,0.031,-1.8,-0.5,-2.3,0.0
Skylar Mays,71,12.8,0.55,0.25,0.0,1.6,7.4,4.7,0.167,0.04,1.2,0.091,0.134,0.0,0.1,0.1,0.098,-3.2,2.6,-0.6,0.0
Miles McBride,1127,13.3,0.593,0.58,0.111,2.6,5.5,4.0,0.12300000000000001,0.021,0.5,0.057999999999999996,0.165,2.1,1.2,3.3,0.139,-0.5,0.7,0.2,0.6
CJ McCollum,1891,17.1,0.581,0.528,0.132,1.8,12.5,7.3,0.21300000000000002,0.015,2.0,0.08900000000000001,0.24100000000000002,2.7,2.2,4.9,0.125,2.6,0.0,2.6,2.2
T.J. McConnell,1169,20.1,0.574,0.071,0.115,3.2,13.8,8.5,0.408,0.027999999999999997,0.5,0.153,0.233,2.1,1.0,3.2,0.13,2.3,0.3,2.6,1.3
Jaden McDaniels,1879,9.6,0.574,0.407,0.127,3.4,8.6,6.1,0.066,0.015,1.7,0.115,0.16,0.3,2.8,3.1,0.08,-3.1,0.8,-2.4,-0.2
Jalen McDaniels,424,5.0,0.418,0.433,0.173,3.3,13.6,8.3,0.081,0.019,1.0,0.134,0.188,-0.9,0.3,-0.7,-0.075,-7.4,-1.7,-9.1,-0.8
Doug McDermott,851,8.9,0.598,0.811,0.072,1.1,6.2,3.7,0.105,0.008,0.2,0.09300000000000001,0.149,0.5,0.2,0.7,0.039,-1.6,-2.0,-3.6,-0.3
Doug McDermott,700,9.5,0.62,0.805,0.079,1.2,6.3,3.7,0.111,0.006999999999999999,0.2,0.09699999999999999,0.14800000000000002,0.5,0.2,0.7,0.048,-1.1,-1.9,-3.0,-0.2
Doug McDermott,151,5.8,0.501,0.84,0.04,0.7,6.0,3.4,0.078,0.009000000000000001,0.0,0.073,0.152,-0.1,0.0,0.0,-0.007,-4.2,-2.3,-6.5,-0.2
JaVale McGee,326,18.7,0.616,0.04,0.347,13.2,27.5,20.2,0.069,0.019,5.6,0.18300000000000002,0.22899999999999998,0.1,0.6,0.7,0.099,-2.0,0.6,-1.4,0.0
Bryce McGowens,801,9.1,0.571,0.46,0.359,2.2,11.2,6.5,0.08,0.012,0.8,0.102,0.14,0.4,0.3,0.6,0.038,-3.9,-0.9,-4.8,-0.6
Jordan McLaughlin,506,15.8,0.635,0.617,0.1,3.5,10.5,7.2,0.23500000000000001,0.028999999999999998,1.2,0.107,0.12300000000000001,1.1,0.9,2.1,0.199,1.8,3.5,5.2,0.9
De'Anthony Melton,1002,13.4,0.54,0.595,0.227,2.9,12.4,7.6,0.152,0.027999999999999997,1.5,0.092,0.182,0.8,1.2,2.0,0.096,-0.6,1.1,0.4,0.6
Nathan Mensah,307,5.1,0.496,0.0,0.429,10.2,13.7,11.9,0.037000000000000005,0.01,4.3,0.29600000000000004,0.068,0.0,0.2,0.1,0.023,-8.7,-0.1,-8.9,-0.5
Sam Merrill,1014,13.3,0.605,0.901,0.07,2.4,10.1,6.3,0.14,0.009000000000000001,0.4,0.045,0.17500000000000002,1.8,1.0,2.8,0.131,1.5,-0.6,0.9,0.7
Chimezie Metu,632,13.2,0.602,0.378,0.328,6.1,19.2,12.9,0.069,0.021,2.1,0.152,0.166,0.4,0.8,1.2,0.09,-2.1,0.6,-1.5,0.1
Chimezie Metu,448,13.9,0.621,0.392,0.331,6.4,20.5,13.9,0.057999999999999996,0.021,1.8,0.153,0.17,0.4,0.6,1.0,0.104,-1.6,0.2,-1.4,0.1
Chimezie Metu,184,11.5,0.552,0.34,0.32,5.4,16.0,10.6,0.09699999999999999,0.021,2.8,0.149,0.155,0.0,0.2,0.2,0.056,-3.4,1.5,-1.9,0.0
Vasilije Micić,1036,10.9,0.527,0.404,0.202,1.5,6.8,4.1,0.305,0.013000000000000001,0.5,0.19100000000000003,0.18600000000000003,0.0,0.4,0.5,0.021,-2.4,-2.0,-4.4,-0.6
Vasilije Micić,361,8.0,0.498,0.495,0.209,0.3,6.8,3.7,0.256,0.012,0.8,0.226,0.154,-0.1,0.3,0.2,0.02,-3.9,-1.5,-5.4,-0.3
Vasilije Micić,675,12.5,0.538,0.369,0.199,2.1,6.7,4.3,0.331,0.013000000000000001,0.4,0.17600000000000002,0.203,0.2,0.1,0.3,0.022,-1.6,-2.2,-3.8,-0.3
Khris Middleton,1322,16.8,0.592,0.389,0.186,2.8,15.3,9.2,0.28300000000000003,0.016,1.0,0.146,0.23600000000000002,1.8,1.3,3.1,0.111,1.0,0.0,1.0,1.0
Brandon Miller,2196,12.6,0.544,0.449,0.149,2.8,12.5,7.5,0.11599999999999999,0.013000000000000001,1.6,0.1,0.237,-0.4,0.9,0.5,0.011,-1.2,-1.6,-2.9,-0.5
Jordan Miller,28,14.1,0.658,0.222,0.222,12.7,7.9,10.2,0.0,0.0,0.0,0.092,0.171,0.1,0.0,0.1,0.113,0.4,-4.3,-3.9,0.0
Leonard Miller,33,21.9,0.682,0.273,0.0,7.2,32.8,20.6,0.23600000000000002,0.015,2.7,0.083,0.161,0.1,0.1,0.2,0.264,2.6,4.4,7.0,0.1
Dariq Whitehead,24,4.9,0.255,0.6,0.4,0.0,19.0,9.1,0.155,0.0,3.8,0.0,0.106,0.0,0.0,0.0,-0.03,-5.5,-2.5,-8.0,0.0
Patty Mills,396,7.3,0.469,0.653,0.073,2.5,7.2,4.7,0.113,0.025,0.2,0.111,0.158,-0.3,0.3,0.1,0.009,-5.0,0.5,-4.5,-0.2
Patty Mills,202,6.6,0.5,0.667,0.0,2.6,8.4,5.4,0.087,0.021,0.4,0.136,0.122,-0.1,0.1,0.0,0.01,-4.1,0.4,-3.8,-0.1
Patty Mills,194,8.2,0.448,0.644,0.123,2.3,5.9,4.1,0.14,0.027999999999999997,0.0,0.094,0.195,-0.2,0.3,0.0,0.007,-5.9,0.7,-5.2,-0.2
Shake Milton,581,9.2,0.499,0.328,0.251,2.8,11.5,7.3,0.14400000000000002,0.016,0.9,0.125,0.187,-0.2,0.8,0.6,0.049,-4.3,0.6,-3.7,-0.3
Shake Milton,491,8.3,0.496,0.331,0.275,1.7,9.7,5.9,0.141,0.016,0.9,0.135,0.187,-0.3,0.7,0.4,0.041,-4.8,0.6,-4.2,-0.3
Shake Milton,63,14.5,0.494,0.346,0.115,12.2,19.8,15.9,0.14,0.015,1.4,0.099,0.20500000000000002,0.0,0.0,0.1,0.047,0.2,0.1,0.3,0.0
Shake Milton,27,13.8,0.557,0.222,0.222,0.0,24.9,12.4,0.209,0.019,0.0,0.0,0.157,0.1,0.0,0.1,0.203,-5.9,2.4,-3.5,0.0
Justin Minaya,216,5.2,0.382,0.634,0.195,7.0,10.0,8.4,0.055,0.013999999999999999,2.9,0.136,0.102,-0.2,0.1,-0.1,-0.014,-5.0,-0.8,-5.8,-0.2
Josh Minott,70,18.9,0.573,0.296,0.519,5.1,15.5,10.5,0.084,0.027999999999999997,5.1,0.057,0.222,0.1,0.2,0.3,0.193,0.0,2.9,2.9,0.1
Davion Mitchell,908,9.0,0.563,0.49,0.13,1.7,7.7,4.7,0.155,0.009000000000000001,0.3,0.122,0.14300000000000002,0.6,0.5,1.0,0.055,-2.8,-1.0,-3.8,-0.4
Donovan Mitchell,1795,22.2,0.596,0.451,0.294,2.7,13.6,8.2,0.28800000000000003,0.025,1.2,0.11199999999999999,0.317,3.3,2.7,6.1,0.162,4.7,1.2,5.8,3.6
Evan Mobley,1319,20.3,0.631,0.095,0.316,8.4,27.0,17.8,0.157,0.013999999999999999,4.3,0.127,0.20600000000000002,2.4,2.5,4.9,0.179,0.9,2.2,3.1,1.7
Isaiah Mobley,51,6.2,0.462,0.538,0.0,0.0,13.0,6.6,0.154,0.01,0.0,0.071,0.121,0.0,0.1,0.0,0.047,-4.9,-1.0,-5.9,0.0
Malik Monk,1872,15.9,0.564,0.474,0.23,1.7,11.3,6.4,0.287,0.012,1.9,0.132,0.259,1.8,1.5,3.3,0.085,1.5,-1.0,0.5,1.1
Moses Moody,1000,14.1,0.579,0.476,0.216,6.5,12.3,9.4,0.064,0.018000000000000002,2.1,0.09,0.187,1.0,1.1,2.1,0.101,-0.1,0.2,0.1,0.5
Xavier Moon,37,5.2,0.37,0.357,0.143,6.4,9.0,7.7,0.252,0.013000000000000001,2.4,0.212,0.225,-0.1,0.0,-0.1,-0.11,-6.9,-2.5,-9.4,-0.1
Taze Moore,10,14.3,0.6,0.4,0.0,0.0,0.0,0.0,0.19399999999999998,0.049,0.0,0.167,0.256,0.0,0.0,0.0,0.019,-4.6,1.7,-2.9,0.0
Wendell Moore Jr.,53,6.7,0.455,0.364,0.0,0.0,14.3,7.5,0.05,0.047,1.7,0.214,0.11699999999999999,-0.1,0.1,0.0,0.028,-7.6,4.7,-2.9,0.0
Ja Morant,318,20.5,0.57,0.3,0.376,2.0,15.8,8.6,0.425,0.011000000000000001,1.5,0.12,0.304,0.5,0.3,0.8,0.121,2.7,0.4,3.0,0.4
Marcus Morris,757,10.2,0.56,0.451,0.171,3.0,16.1,9.5,0.061,0.009000000000000001,1.4,0.09300000000000001,0.167,0.3,0.7,1.0,0.061,-2.2,-1.2,-3.5,-0.3
Marcus Morris,637,10.5,0.559,0.439,0.176,3.1,16.2,9.5,0.057,0.01,1.6,0.079,0.163,0.3,0.6,0.9,0.069,-2.3,-1.2,-3.5,-0.2
Marcus Morris,120,8.7,0.561,0.512,0.146,2.9,15.6,9.3,0.08199999999999999,0.004,0.7,0.155,0.19,-0.1,0.1,0.0,0.019,-1.9,-1.5,-3.4,0.0
Markieff Morris,173,7.4,0.502,0.63,0.074,2.5,17.0,9.8,0.08800000000000001,0.013999999999999999,0.5,0.152,0.163,-0.2,0.2,0.0,0.0,-3.5,-1.3,-4.8,-0.1
Monte Morris,366,12.6,0.49,0.43,0.14,1.9,9.9,6.0,0.204,0.022000000000000002,1.0,0.045,0.161,0.3,0.5,0.8,0.109,-1.5,1.3,-0.2,0.2
Monte Morris,68,8.4,0.398,0.333,0.061,3.2,16.6,9.8,0.174,0.006999999999999999,1.3,0.055999999999999994,0.22399999999999998,-0.1,0.0,-0.1,-0.064,-4.7,-2.2,-6.9,-0.1
Monte Morris,298,13.5,0.523,0.466,0.17,1.6,8.3,5.1,0.21100000000000002,0.025,0.9,0.040999999999999995,0.146,0.4,0.5,0.9,0.148,-0.8,2.1,1.3,0.2
Trey Murphy III,1423,15.8,0.597,0.715,0.229,2.7,15.6,9.2,0.102,0.013999999999999999,1.9,0.048,0.189,2.5,1.8,4.3,0.144,2.2,0.1,2.2,1.5
Dejounte Murray,2566,18.0,0.559,0.377,0.181,2.2,14.5,8.1,0.272,0.019,0.8,0.11,0.265,3.3,1.5,4.9,0.091,2.4,-0.6,1.9,2.5
Jamal Murray,1733,20.0,0.578,0.336,0.191,2.5,11.5,7.1,0.312,0.015,1.6,0.10400000000000001,0.275,3.3,1.9,5.2,0.144,4.0,-0.5,3.5,2.4
Keegan Murray,2296,13.3,0.576,0.512,0.135,4.3,14.0,9.0,0.069,0.015,2.0,0.061,0.17800000000000002,2.4,2.2,4.5,0.095,-0.5,-0.6,-1.1,0.5
Kris Murray,1094,9.1,0.482,0.497,0.147,5.8,12.7,9.1,0.09300000000000001,0.022000000000000002,1.3,0.12400000000000001,0.139,-0.3,0.9,0.6,0.025,-3.4,0.0,-3.4,-0.4
Mike Muscala,544,7.9,0.476,0.637,0.164,6.7,15.9,11.2,0.08,0.008,1.8,0.10800000000000001,0.13699999999999998,-0.1,0.3,0.1,0.012,-3.7,-1.4,-5.1,-0.4
Mike Muscala,338,7.6,0.481,0.567,0.222,6.8,17.3,11.9,0.08199999999999999,0.006999999999999999,1.7,0.139,0.14300000000000002,-0.2,0.1,0.0,-0.004,-4.5,-1.7,-6.2,-0.4
Mike Muscala,171,8.9,0.492,0.773,0.091,6.4,12.6,9.5,0.076,0.008,2.5,0.042,0.11900000000000001,0.1,0.1,0.2,0.05,-1.6,-0.5,-2.1,0.0
Mike Muscala,35,5.5,0.375,0.667,0.0,6.6,18.4,12.8,0.071,0.013999999999999999,0.0,0.077,0.161,-0.1,0.0,0.0,-0.02,-5.9,-2.2,-8.1,-0.1
Svi Mykhailiuk,295,9.5,0.52,0.825,0.072,3.1,9.8,6.6,0.095,0.017,0.0,0.083,0.161,0.1,0.3,0.4,0.07,-2.5,-0.4,-2.9,-0.1
Larry Nance Jr.,1101,15.0,0.663,0.273,0.25,8.8,19.7,14.3,0.109,0.024,1.6,0.146,0.111,2.0,1.8,3.8,0.165,-0.1,2.2,2.1,1.2
Pete Nance,11,-6.1,0.0,0.0,0.0,0.0,20.0,10.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,-0.146,-13.3,-3.6,-16.9,0.0
Andrew Nembhard,1531,11.4,0.571,0.32,0.101,2.5,7.0,4.7,0.204,0.018000000000000002,0.3,0.155,0.16399999999999998,1.1,0.7,1.8,0.056,-1.6,-0.6,-2.2,-0.1
Aaron Nesmith,1823,12.8,0.627,0.532,0.208,3.6,11.8,7.7,0.067,0.016,2.0,0.084,0.161,2.4,1.2,3.6,0.095,-0.3,-0.1,-0.4,0.7
Georges Niang,1697,10.0,0.588,0.622,0.096,1.5,15.6,8.7,0.077,0.006999999999999999,0.9,0.099,0.17600000000000002,0.6,1.9,2.5,0.069,-2.3,-0.3,-2.7,-0.3
Daishen Nix,39,12.4,0.506,0.7,0.2,0.0,2.8,1.5,0.079,0.051,0.0,0.084,0.269,-0.1,0.1,0.0,0.017,-3.2,2.2,-1.0,0.0
Zeke Nnaji,522,12.4,0.522,0.154,0.434,12.7,11.2,12.0,0.07200000000000001,0.012,6.0,0.14300000000000002,0.158,0.3,0.7,1.0,0.092,-3.9,0.1,-3.7,-0.2
Jaylen Nowell,156,6.6,0.453,0.418,0.055,2.0,8.1,4.9,0.158,0.009000000000000001,0.0,0.08199999999999999,0.16899999999999998,-0.1,0.1,0.0,-0.009,-5.9,-1.5,-7.4,-0.2
Markquis Nowell,4,55.5,0.532,0.0,2.0,54.0,0.0,27.6,0.568,0.121,0.0,0.0,0.201,0.0,0.0,0.1,0.669,29.1,14.3,43.4,0.0
Frank Ntilikina,43,0.0,0.253,0.889,0.222,2.5,13.6,7.8,0.115,0.0,0.0,0.092,0.111,-0.1,0.0,-0.1,-0.098,-10.0,-3.4,-13.4,-0.1
Jusuf Nurkić,1907,17.6,0.562,0.15,0.415,13.1,31.3,22.7,0.19,0.017,3.4,0.182,0.195,1.9,3.3,5.2,0.131,-1.0,1.6,0.6,1.2
Jordan Nwora,583,13.7,0.557,0.437,0.169,3.8,17.6,10.6,0.12,0.02,1.5,0.125,0.227,0.0,0.5,0.5,0.037,-1.4,-1.5,-2.9,-0.1
Jordan Nwora,183,12.2,0.541,0.439,0.134,4.9,15.5,10.2,0.128,0.015,0.4,0.121,0.226,0.0,0.1,0.1,0.029,-1.9,-2.2,-4.1,-0.1
Jordan Nwora,400,14.4,0.564,0.436,0.186,3.2,18.6,10.8,0.11699999999999999,0.022000000000000002,2.0,0.127,0.228,0.0,0.4,0.3,0.041,-1.2,-1.1,-2.3,0.0
Royce O'Neale,1775,11.0,0.548,0.782,0.063,3.5,17.9,10.7,0.152,0.013999999999999999,2.0,0.12,0.14,1.2,1.8,3.0,0.081,-1.1,1.0,-0.1,0.9
Royce O'Neale,1202,10.3,0.544,0.815,0.068,3.3,17.3,10.1,0.153,0.013000000000000001,2.2,0.132,0.139,0.6,1.2,1.7,0.069,-1.5,0.8,-0.7,0.4
Royce O'Neale,573,12.6,0.556,0.717,0.054,4.0,19.2,12.0,0.14800000000000002,0.017,1.7,0.096,0.142,0.6,0.7,1.3,0.107,-0.1,1.2,1.1,0.5
Chuma Okeke,421,7.1,0.468,0.734,0.064,5.0,16.8,10.8,0.061,0.011000000000000001,1.5,0.11800000000000001,0.132,-0.3,0.6,0.3,0.036,-3.1,-0.1,-3.2,-0.1
Josh Okogie,949,11.9,0.549,0.458,0.502,9.2,8.8,9.0,0.085,0.024,2.1,0.12400000000000001,0.129,1.0,1.0,2.0,0.101,-1.4,0.8,-0.7,0.3
Onyeka Okongwu,1405,16.9,0.674,0.189,0.318,10.8,18.5,14.5,0.07200000000000001,0.009000000000000001,3.8,0.098,0.13699999999999998,3.5,1.0,4.5,0.154,0.1,-0.4,-0.4,0.6
Isaac Okoro,1781,11.3,0.594,0.447,0.265,4.2,8.0,6.1,0.096,0.015,1.7,0.095,0.141,1.8,2.1,3.9,0.105,-1.9,0.9,-1.0,0.4
Kelly Olynyk,1583,17.2,0.655,0.316,0.35,6.8,18.5,12.7,0.284,0.021,1.5,0.21100000000000002,0.174,3.1,1.3,4.3,0.131,0.7,1.2,1.9,1.6
Kelly Olynyk,1019,17.3,0.677,0.326,0.368,6.9,20.4,13.7,0.295,0.017,1.0,0.21300000000000002,0.156,2.4,0.7,3.1,0.148,1.3,1.4,2.6,1.2
Kelly Olynyk,564,17.0,0.624,0.303,0.324,6.7,15.0,10.8,0.265,0.027000000000000003,2.3,0.21,0.20600000000000002,0.6,0.6,1.2,0.101,-0.4,0.9,0.5,0.4
Eugene Omoruyi,283,16.5,0.55,0.233,0.325,10.7,16.3,13.4,0.14,0.036000000000000004,0.6,0.11599999999999999,0.231,0.2,0.3,0.5,0.082,-2.4,0.2,-2.2,0.0
Cedi Osman,1251,11.2,0.599,0.576,0.138,2.1,13.4,7.7,0.13,0.013999999999999999,0.7,0.105,0.151,0.9,0.8,1.7,0.066,-1.8,-0.4,-2.2,-0.1
Kelly Oubre Jr.,1820,13.2,0.53,0.367,0.262,5.1,13.1,9.0,0.071,0.019,2.0,0.081,0.223,0.4,1.9,2.3,0.061,-1.8,-0.9,-2.6,-0.3
Chris Paul,1316,15.0,0.551,0.452,0.128,1.5,14.7,8.1,0.33799999999999997,0.021,0.2,0.127,0.151,2.6,1.4,4.0,0.145,0.2,1.3,1.5,1.2
Cameron Payne,1167,13.0,0.574,0.544,0.153,1.5,7.6,4.6,0.218,0.013999999999999999,0.7,0.11199999999999999,0.195,1.4,0.8,2.2,0.09,-0.3,-0.9,-1.1,0.2
Cameron Payne,702,12.6,0.603,0.59,0.198,0.8,8.7,4.8,0.20500000000000002,0.015,0.4,0.114,0.167,1.1,0.5,1.6,0.108,-1.0,-0.4,-1.4,0.1
Cameron Payne,465,13.6,0.544,0.498,0.106,2.6,6.1,4.3,0.237,0.012,1.2,0.11,0.237,0.3,0.3,0.6,0.062,0.8,-1.5,-0.8,0.1
Gary Payton II,596,13.6,0.597,0.293,0.115,7.8,10.7,9.3,0.09699999999999999,0.028999999999999998,2.3,0.122,0.132,0.7,0.8,1.5,0.119,-1.5,2.4,0.9,0.4
Mãozinha Pereira,55,15.3,0.495,0.313,0.313,15.4,18.7,17.0,0.027000000000000003,0.036000000000000004,5.1,0.099,0.158,0.0,0.1,0.1,0.103,-2.8,0.7,-2.1,0.0
Drew Peterson,3,44.0,1.5,1.0,0.0,0.0,0.0,0.0,0.584,0.0,0.0,0.0,0.145,0.0,0.0,0.0,0.75,28.4,13.4,41.9,0.0
Filip Petrušev,10,5.1,0.521,0.0,1.0,0.0,11.3,5.5,0.0,0.0,0.0,0.0,0.12300000000000001,0.0,0.0,0.0,0.025,-4.7,-3.3,-8.0,0.0
Filip Petrušev,3,4.0,0.0,0.0,0.0,0.0,37.7,18.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.056,-3.0,-2.0,-5.0,0.0
Filip Petrušev,7,5.5,0.521,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17600000000000002,0.0,0.0,0.0,0.012,-5.4,-3.9,-9.3,0.0
Julian Phillips,323,7.0,0.521,0.494,0.247,4.1,8.4,6.2,0.053,0.011000000000000001,2.2,0.105,0.13,0.0,0.2,0.2,0.031,-4.8,-0.5,-5.3,-0.3
Jalen Pickett,116,8.2,0.561,0.697,0.121,1.0,10.3,5.8,0.196,0.013000000000000001,0.0,0.20600000000000002,0.165,0.0,0.1,0.1,0.038,-3.4,-1.0,-4.5,-0.1
Scotty Pippen Jr.,326,15.0,0.604,0.411,0.364,3.6,10.5,6.9,0.28500000000000003,0.03,2.0,0.20500000000000002,0.20600000000000002,0.2,0.4,0.6,0.091,-0.9,1.4,0.5,0.2
Mason Plumlee,556,16.9,0.655,0.008,0.713,10.9,28.4,20.0,0.10300000000000001,0.01,2.3,0.149,0.149,1.2,0.7,1.9,0.163,-0.3,0.2,-0.1,0.3
Brandin Podziemski,1759,12.8,0.53,0.401,0.14,6.6,16.6,11.6,0.182,0.016,0.7,0.122,0.156,1.7,1.8,3.5,0.094,-0.7,0.4,-0.3,0.8
Jakob Poeltl,1319,18.9,0.653,0.0,0.283,11.9,24.2,17.9,0.139,0.013000000000000001,5.0,0.153,0.163,2.3,1.5,3.8,0.139,-0.4,1.0,0.7,0.9
Aleksej Pokusevski,270,11.1,0.467,0.462,0.256,5.6,17.4,11.4,0.131,0.024,2.4,0.121,0.161,-0.1,0.3,0.2,0.028,-2.5,0.5,-2.0,0.0
Aleksej Pokusevski,60,2.5,0.338,0.688,0.25,3.9,14.3,9.3,0.09699999999999999,0.008,1.5,0.145,0.15,-0.1,0.1,-0.1,-0.064,-7.7,-2.3,-10.0,-0.1
Aleksej Pokusevski,210,13.6,0.5,0.403,0.258,6.2,18.3,12.0,0.14,0.027999999999999997,2.7,0.115,0.16399999999999998,0.0,0.2,0.2,0.054,-1.1,1.3,0.3,0.1
Jordan Poole,2168,11.5,0.526,0.474,0.188,1.4,8.4,4.8,0.201,0.017,0.9,0.129,0.263,-1.7,0.8,-0.9,-0.021,-2.5,-1.9,-4.4,-1.3
Craig Porter Jr.,636,15.5,0.565,0.15,0.248,3.8,14.7,9.3,0.267,0.016,2.0,0.149,0.204,0.6,0.9,1.5,0.111,-0.6,1.1,0.5,0.4
Jontay Porter,360,14.9,0.514,0.577,0.173,7.8,17.6,12.6,0.217,0.027000000000000003,4.9,0.158,0.158,0.2,0.5,0.7,0.091,-0.3,1.9,1.6,0.3
Michael Porter Jr.,2347,15.9,0.611,0.514,0.102,4.8,19.3,12.2,0.066,0.008,1.7,0.076,0.20600000000000002,3.1,2.8,5.8,0.12,1.6,-1.1,0.4,1.5
Otto Porter Jr.,174,8.7,0.568,0.697,0.091,3.7,14.9,9.2,0.057,0.013999999999999999,2.5,0.055,0.08900000000000001,0.1,0.1,0.3,0.072,-3.6,0.3,-3.3,-0.1
Bobby Portis,1793,16.7,0.575,0.272,0.149,7.6,24.7,16.4,0.071,0.016,1.3,0.083,0.225,1.7,2.3,3.9,0.105,-0.6,-0.9,-1.5,0.2
Kristaps Porziņģis,1582,22.6,0.642,0.395,0.403,6.4,18.2,12.5,0.099,0.011000000000000001,5.5,0.092,0.253,4.4,2.7,7.1,0.217,3.2,1.3,4.6,2.6
Micah Potter,127,10.5,0.762,0.619,0.143,4.4,18.9,11.7,0.02,0.004,1.4,0.11800000000000001,0.083,0.2,0.0,0.2,0.082,-0.3,-1.6,-1.8,0.0
Dwight Powell,763,14.6,0.728,0.02,0.848,12.1,14.9,13.5,0.12400000000000001,0.013999999999999999,2.2,0.17600000000000002,0.09300000000000001,2.1,0.8,2.9,0.181,-0.9,0.8,-0.1,0.4
Norman Powell,1824,14.3,0.633,0.495,0.227,0.9,10.0,5.6,0.059000000000000004,0.011000000000000001,1.1,0.07400000000000001,0.20199999999999999,2.7,1.1,3.8,0.1,0.6,-1.4,-0.8,0.6
Jason Preston,30,9.6,0.333,0.0,0.0,11.1,14.5,12.8,0.29,0.016,0.0,0.25,0.111,0.0,0.0,0.0,0.009,-2.6,-0.7,-3.3,0.0
Joshua Primo,10,-12.8,0.333,0.333,0.0,11.9,0.0,5.7,0.0,0.0,9.0,0.5710000000000001,0.308,-0.1,0.0,-0.1,-0.589,-16.8,-8.3,-25.1,-0.1
Taurean Prince,1959,8.6,0.577,0.635,0.122,1.0,10.1,5.8,0.071,0.013000000000000001,1.5,0.102,0.136,0.2,1.5,1.7,0.043,-2.8,-0.1,-2.9,-0.4
Payton Pritchard,1620,13.9,0.582,0.637,0.094,4.5,11.1,8.0,0.187,0.01,0.3,0.087,0.163,3.2,1.7,4.9,0.144,0.6,-0.2,0.4,1.0
Olivier-Maxence Prosper,263,10.6,0.461,0.453,0.453,8.4,18.2,13.3,0.094,0.009000000000000001,1.0,0.053,0.155,0.1,0.2,0.4,0.066,-2.4,-1.2,-3.6,-0.1
Trevelin Queen,163,8.3,0.462,0.447,0.316,2.1,11.6,6.8,0.147,0.021,2.8,0.139,0.135,-0.1,0.3,0.2,0.058,-4.7,1.4,-3.3,0.0
Neemias Queta,296,19.9,0.636,0.0,0.289,17.5,21.3,19.5,0.065,0.018000000000000002,4.5,0.09699999999999999,0.152,0.8,0.6,1.4,0.231,-0.7,0.8,0.1,0.2
Immanuel Quickley,1793,16.0,0.569,0.481,0.255,0.9,13.2,7.0,0.233,0.012,0.4,0.087,0.23399999999999999,2.9,1.2,4.1,0.109,1.7,-0.9,0.8,1.3
Immanuel Quickley,720,17.0,0.598,0.484,0.281,0.8,11.2,6.0,0.159,0.011000000000000001,0.4,0.076,0.24300000000000002,1.6,0.7,2.3,0.152,2.6,-0.2,2.5,0.8
Immanuel Quickley,1073,15.4,0.549,0.479,0.237,1.0,14.6,7.7,0.28300000000000003,0.012,0.5,0.095,0.228,1.3,0.5,1.8,0.08,1.1,-1.4,-0.3,0.5
Lester Quinones,369,9.6,0.523,0.626,0.22,5.9,14.5,10.2,0.11599999999999999,0.008,0.5,0.106,0.172,0.2,0.3,0.5,0.059,-2.5,-1.0,-3.5,-0.1
Jahmi'us Ramsey,121,10.6,0.538,0.537,0.146,3.6,16.8,10.0,0.09,0.027999999999999997,0.0,0.138,0.179,-0.1,0.1,0.1,0.022,-3.9,-0.5,-4.4,-0.1
Julius Randle,1630,18.8,0.569,0.292,0.361,6.7,22.3,14.5,0.22899999999999998,0.008,0.7,0.141,0.297,1.9,2.0,3.9,0.116,2.1,-0.2,1.9,1.6
Duop Reath,1107,15.1,0.585,0.494,0.187,8.0,14.8,11.3,0.091,0.013000000000000001,2.8,0.096,0.20500000000000002,1.3,0.9,2.2,0.095,-0.3,-0.8,-1.0,0.3
Austin Reaves,2412,15.7,0.616,0.439,0.3,2.5,12.2,7.6,0.242,0.012,0.7,0.142,0.204,3.7,1.8,5.6,0.111,0.9,-0.4,0.5,1.5
Cam Reddish,961,7.8,0.506,0.474,0.237,3.2,7.8,5.6,0.061,0.023,1.3,0.11,0.127,-0.3,0.9,0.6,0.03,-4.1,1.0,-3.1,-0.3
