Name,TotalMinutes,PER,TSPCT,3PAr,FTr,ORBPCT,DRBPCT,TRBPCT,ASTPCT,STLPCT,BLKPCT,TOVPCT,USGPCT,OWS,DWS,WS,WS48,OBPM,DBPM,BPM,VORP
Kevon Harris,6,11.1,0.667,0.0,0.0,0.0,39.3,19.5,0.33,0.0,0.0,0.25,0.29100000000000004,0.0,0.0,0.0,0.04,-15.5,-0.3,-15.8,0.0
Tobias Harris,2237,16.3,0.575,0.267,0.222,3.5,17.7,10.4,0.13699999999999998,0.015,1.7,0.084,0.20800000000000002,2.9,2.4,5.3,0.113,0.8,-0.2,0.6,1.5
Shaquille Harrison,6,15.8,0.5,0.0,0.0,0.0,38.1,18.3,0.0,0.0,15.5,0.0,0.14300000000000002,0.0,0.0,0.0,0.087,-0.7,5.2,4.5,0.0
Josh Hart,2410,11.3,0.508,0.407,0.169,5.4,22.6,14.0,0.16,0.013999999999999999,0.9,0.139,0.135,1.4,3.4,4.8,0.095,-1.6,1.4,-0.1,1.1
Isaiah Hartenstein,1698,18.6,0.666,0.009,0.422,14.6,22.9,18.7,0.127,0.022000000000000002,4.2,0.17,0.11699999999999999,4.0,3.2,7.2,0.205,0.4,2.7,3.2,2.2
Sam Hauser,1540,13.4,0.66,0.863,0.036,2.9,13.9,8.6,0.057,0.011000000000000001,1.3,0.061,0.145,2.7,1.9,4.6,0.143,1.7,0.2,1.8,1.5
Jordan Hawkins,1140,10.2,0.534,0.651,0.178,2.8,11.2,7.0,0.083,0.008,0.5,0.073,0.19899999999999998,0.4,1.0,1.3,0.057,-1.3,-1.7,-2.9,-0.3
Jaxson Hayes,759,13.5,0.707,0.053,0.48,9.1,16.8,13.1,0.049,0.017,2.7,0.162,0.12400000000000001,1.2,0.9,2.1,0.131,-3.1,0.8,-2.3,0.0
Killian Hayes,1008,10.5,0.474,0.261,0.177,1.2,12.1,6.6,0.276,0.017,1.7,0.14300000000000002,0.15,0.0,0.7,0.7,0.032,-2.9,0.2,-2.6,-0.2
Gordon Hayward,1127,12.7,0.538,0.223,0.287,3.5,13.1,8.2,0.193,0.015,1.0,0.125,0.187,0.5,0.7,1.2,0.051,-1.6,-0.6,-2.2,-0.1
Gordon Hayward,798,14.2,0.544,0.205,0.273,3.4,13.4,8.2,0.22100000000000003,0.017,1.4,0.133,0.212,0.2,0.4,0.7,0.041,-1.2,-0.6,-1.8,0.0
Gordon Hayward,329,9.1,0.515,0.289,0.342,3.9,12.4,8.3,0.12400000000000001,0.01,0.0,0.09300000000000001,0.127,0.2,0.3,0.5,0.076,-2.6,-0.5,-3.1,-0.1
Scoot Henderson,1548,8.9,0.481,0.325,0.266,3.3,10.1,6.5,0.277,0.013000000000000001,0.7,0.189,0.263,-2.5,0.7,-1.8,-0.055,-4.1,-2.4,-6.5,-1.8
Taylor Hendricks,686,10.8,0.556,0.598,0.129,6.3,18.4,12.4,0.040999999999999995,0.013000000000000001,3.4,0.09699999999999999,0.138,0.4,0.5,0.8,0.058,-2.1,-0.6,-2.7,-0.1
Tyler Herro,1209,15.4,0.549,0.452,0.122,1.7,16.4,8.9,0.22,0.012,0.2,0.10099999999999999,0.28,0.0,1.4,1.4,0.057,1.5,-0.7,0.7,0.8
Buddy Hield,2021,13.4,0.584,0.67,0.061,2.9,10.8,6.8,0.149,0.015,1.7,0.105,0.189,1.9,1.4,3.3,0.078,1.1,-0.6,0.5,1.3
Buddy Hield,1336,13.1,0.586,0.691,0.064,2.9,11.3,7.1,0.13,0.015,1.8,0.10400000000000001,0.18600000000000003,1.1,0.8,1.9,0.069,0.9,-0.8,0.1,0.7
Buddy Hield,685,14.0,0.58,0.63,0.056,3.0,9.9,6.4,0.188,0.015,1.3,0.107,0.195,0.8,0.6,1.3,0.094,1.5,-0.2,1.3,0.6
Haywood Highsmith,1153,10.8,0.583,0.589,0.117,4.7,11.4,8.0,0.07,0.02,2.2,0.08900000000000001,0.126,0.8,1.6,2.5,0.102,-2.0,1.1,-0.9,0.3
Nate Hinton,58,19.2,0.698,0.55,0.25,5.5,16.6,11.0,0.15,0.017,3.2,0.083,0.177,0.2,0.1,0.3,0.231,3.5,2.1,5.6,0.1
D'Moi Hodge,41,6.1,0.441,0.8,0.133,0.0,0.0,0.0,0.157,0.012,2.1,0.059000000000000004,0.17800000000000002,0.0,0.0,0.0,-0.02,-3.8,-2.6,-6.4,0.0
Aaron Holiday,1168,11.7,0.578,0.521,0.154,1.9,8.8,5.3,0.156,0.016,0.5,0.107,0.166,1.2,1.2,2.4,0.099,-1.7,0.5,-1.2,0.2
Jrue Holiday,2119,14.5,0.597,0.467,0.112,4.2,13.2,8.9,0.195,0.013999999999999999,2.0,0.147,0.163,3.1,2.8,6.0,0.135,1.0,1.2,2.2,2.3
Justin Holiday,746,9.5,0.599,0.693,0.024,1.2,7.9,4.6,0.091,0.021,0.8,0.062000000000000006,0.105,0.8,0.8,1.6,0.1,-2.6,1.0,-1.7,0.1
Richaun Holmes,555,14.5,0.593,0.02,0.32,13.7,21.9,17.7,0.06,0.009000000000000001,2.9,0.125,0.146,0.8,0.5,1.3,0.113,-2.5,-0.9,-3.3,-0.2
Richaun Holmes,237,13.9,0.572,0.0,0.356,15.3,20.7,18.0,0.083,0.006,3.3,0.15,0.145,0.3,0.2,0.6,0.117,-2.3,-0.6,-3.0,-0.1
Richaun Holmes,318,14.9,0.608,0.034,0.295,12.5,22.8,17.5,0.043,0.012,2.6,0.10800000000000001,0.14800000000000002,0.5,0.3,0.7,0.11,-2.6,-1.1,-3.6,-0.1
Chet Holmgren,2212,20.4,0.635,0.366,0.279,6.0,22.7,14.7,0.11900000000000001,0.01,7.4,0.109,0.21300000000000002,4.3,3.9,8.2,0.178,1.9,1.6,3.5,3.1
Jalen Hood-Schifino,109,-1.5,0.316,0.333,0.444,2.1,10.6,6.6,0.091,0.013000000000000001,1.6,0.14300000000000002,0.25,-0.6,0.1,-0.5,-0.224,-12.4,-3.7,-16.1,-0.4
Al Horford,1659,14.9,0.648,0.616,0.071,5.4,19.7,12.8,0.12400000000000001,0.011000000000000001,3.1,0.098,0.11800000000000001,3.4,2.6,5.9,0.172,1.6,2.0,3.6,2.4
Talen Horton-Tucker,880,13.4,0.496,0.391,0.242,2.5,10.9,6.7,0.269,0.022000000000000002,1.6,0.115,0.23500000000000001,0.3,0.5,0.8,0.041,-0.9,-0.2,-1.1,0.2
Danuel House Jr.,509,8.5,0.575,0.476,0.438,3.4,9.3,6.3,0.07200000000000001,0.015,0.9,0.132,0.122,0.3,0.4,0.7,0.062,-3.4,-0.6,-4.0,-0.3
Caleb Houstan,791,8.3,0.589,0.935,0.12,4.1,8.0,6.1,0.048,0.008,0.4,0.071,0.125,0.7,0.8,1.5,0.092,-1.3,-0.6,-1.9,0.0
Jett Howard,52,6.6,0.464,0.783,0.174,2.2,9.1,5.6,0.084,0.0,1.8,0.075,0.225,-0.1,0.0,0.0,-0.015,-2.2,-2.4,-4.7,0.0
Kevin Huerter,1562,12.4,0.564,0.609,0.084,2.7,13.7,8.1,0.14300000000000002,0.013999999999999999,1.3,0.084,0.17300000000000001,1.4,1.4,2.8,0.085,-0.5,-0.4,-0.9,0.4
Jay Huff,44,13.9,0.684,0.692,0.154,2.6,22.2,12.7,0.06,0.011000000000000001,1.9,0.067,0.14800000000000002,0.1,0.1,0.1,0.162,-1.3,0.1,-1.2,0.0
De'Andre Hunter,1481,13.1,0.601,0.458,0.288,2.1,12.7,7.2,0.069,0.012,0.9,0.095,0.204,1.7,0.6,2.2,0.072,-0.7,-1.5,-2.1,-0.1
Matthew Hurt,113,8.4,0.453,0.588,0.088,8.4,7.1,7.8,0.052000000000000005,0.013000000000000001,2.5,0.054000000000000006,0.142,0.0,0.1,0.1,0.029,-3.1,-0.7,-3.8,-0.1
Bones Hyland,435,8.3,0.47,0.55,0.095,1.1,7.6,4.5,0.225,0.023,0.6,0.165,0.239,-0.7,0.3,-0.3,-0.037,-4.2,-1.5,-5.8,-0.4
Joe Ingles,1048,10.5,0.6,0.702,0.139,2.0,12.1,7.0,0.22899999999999998,0.018000000000000002,0.4,0.20500000000000002,0.11599999999999999,1.0,1.4,2.4,0.111,-1.8,1.3,-0.5,0.4
Brandon Ingram,2079,18.2,0.577,0.237,0.305,2.3,14.5,8.5,0.269,0.012,1.9,0.12300000000000001,0.272,2.7,2.4,5.2,0.119,1.4,-0.2,1.3,1.7
Kyrie Irving,1795,21.9,0.602,0.369,0.173,2.4,13.3,7.9,0.244,0.017,1.1,0.07400000000000001,0.282,4.4,1.6,6.0,0.161,4.9,-0.1,4.8,3.1
Jonathan Isaac,800,19.9,0.623,0.38,0.302,9.4,23.9,16.6,0.045,0.023,7.4,0.08,0.172,1.4,1.8,3.3,0.197,1.7,2.5,4.3,1.3
Jaden Ivey,2011,12.4,0.538,0.376,0.323,4.5,9.2,6.8,0.196,0.012,1.7,0.14800000000000002,0.24600000000000002,-0.3,0.9,0.6,0.014,-1.5,-1.6,-3.1,-0.6
Andre Jackson Jr.,514,9.2,0.623,0.449,0.124,9.0,12.4,10.7,0.115,0.013000000000000001,0.7,0.204,0.099,0.6,0.4,1.0,0.097,-3.0,0.0,-3.0,-0.1
GG Jackson II,993,13.4,0.564,0.523,0.3,4.7,12.9,8.6,0.075,0.009000000000000001,2.0,0.09699999999999999,0.231,0.2,0.8,1.1,0.051,-0.5,-2.0,-2.4,-0.1
Isaiah Jackson,720,21.8,0.694,0.018,0.45,13.3,22.2,17.7,0.085,0.022000000000000002,6.1,0.125,0.177,2.1,1.0,3.1,0.206,0.3,1.6,1.9,0.7
Jaren Jackson Jr.,2087,17.1,0.551,0.316,0.362,4.3,15.2,9.5,0.131,0.018000000000000002,4.7,0.10800000000000001,0.304,-0.1,2.8,2.6,0.061,-0.3,0.4,0.1,1.1
Justin Jackson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.033,-6.3,-1.2,-7.5,0.0
Quenton Jackson,2,5.8,0.0,0.0,0.0,0.0,56.7,28.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.062,-8.8,4.7,-4.1,0.0
Reggie Jackson,1658,12.2,0.528,0.374,0.13,2.0,7.3,4.7,0.23600000000000002,0.012,0.6,0.11699999999999999,0.21600000000000003,0.8,1.4,2.1,0.062,-1.4,-1.4,-2.8,-0.3
Trayce Jackson-Davis,945,21.9,0.693,0.004,0.395,13.3,19.1,16.2,0.105,0.013000000000000001,6.0,0.10300000000000001,0.163,2.8,1.3,4.1,0.209,1.6,1.3,2.9,1.2
LeBron James,2289,23.2,0.626,0.297,0.313,2.8,19.3,11.5,0.36600000000000005,0.016,1.4,0.142,0.29100000000000004,4.9,2.6,7.4,0.156,5.4,0.9,6.3,4.8
Jaime Jaquez Jr.,1944,12.5,0.57,0.285,0.245,4.4,10.8,7.6,0.135,0.018000000000000002,0.8,0.12400000000000001,0.188,1.0,2.4,3.4,0.084,-2.4,0.2,-2.2,-0.1
DeJon Jarreau,150,9.6,0.392,0.26,0.22,5.6,27.4,16.1,0.256,0.02,1.2,0.141,0.18300000000000002,-0.2,0.2,0.0,0.0,-4.8,0.6,-4.2,-0.1
DaQuan Jeffries,45,3.2,0.391,0.588,0.118,0.0,12.4,6.2,0.154,0.0,2.1,0.14400000000000002,0.19899999999999998,-0.1,0.0,-0.1,-0.085,-5.7,-2.4,-8.1,-0.1
Trey Jemison,350,12.0,0.619,0.0,0.205,11.5,12.4,11.9,0.07,0.01,4.2,0.196,0.138,0.2,0.4,0.6,0.079,-5.0,-0.6,-5.7,-0.3
Trey Jemison,1,-36.1,0.0,0.0,0.0,0.0,100.0,53.6,0.0,0.0,0.0,1.0,0.42100000000000004,0.0,0.0,0.0,-1.201,-30.3,-3.5,-33.8,0.0
Trey Jemison,349,12.1,0.619,0.0,0.205,11.5,12.1,11.8,0.07,0.01,4.3,0.188,0.13699999999999998,0.2,0.4,0.6,0.083,-4.9,-0.6,-5.6,-0.3
Ty Jerome,15,7.6,0.5,0.25,0.0,7.6,0.0,3.7,0.27399999999999997,0.0,0.0,0.2,0.147,0.0,0.0,0.0,0.042,-4.1,-0.7,-4.8,0.0
Isaiah Joe,1287,13.0,0.626,0.729,0.101,2.3,10.9,6.8,0.08199999999999999,0.013999999999999999,1.3,0.083,0.167,1.6,1.4,3.0,0.111,0.9,-0.4,0.5,0.8
Cameron Johnson,1550,14.7,0.584,0.572,0.174,3.7,14.0,8.7,0.129,0.015,0.9,0.078,0.197,2.0,1.3,3.3,0.101,1.2,-0.5,0.7,1.1
Jalen Johnson,1758,16.1,0.584,0.29,0.215,4.1,24.1,13.7,0.146,0.016,2.3,0.111,0.19,2.0,1.6,3.6,0.099,0.3,0.7,1.0,1.3
James Johnson,40,7.9,0.405,0.222,0.222,2.8,8.5,5.6,0.195,0.059000000000000004,2.0,0.28800000000000003,0.145,-0.1,0.1,0.0,-0.01,-6.7,3.3,-3.5,0.0
Keldon Johnson,2015,14.3,0.567,0.424,0.256,5.0,15.3,10.0,0.14300000000000002,0.012,0.8,0.09300000000000001,0.219,1.6,1.3,2.9,0.07,-0.2,-1.4,-1.6,0.2
Keon Johnson,51,15.3,0.598,0.474,0.526,6.2,4.5,5.4,0.083,0.028999999999999998,1.8,0.146,0.23199999999999998,0.1,0.0,0.1,0.1,0.3,-0.9,-0.6,0.0
Keyontae Johnson,66,1.6,0.344,0.188,0.0,7.0,9.8,8.5,0.071,0.006999999999999999,0.0,0.2,0.132,-0.1,0.1,-0.1,-0.069,-7.6,-2.3,-9.9,-0.1
Nikola Jokić,2486,30.9,0.647,0.163,0.314,9.4,29.6,19.8,0.425,0.019,2.2,0.126,0.292,10.9,4.5,15.4,0.297,9.1,4.2,13.3,9.7
Colby Jones,144,6.6,0.383,0.278,0.093,10.0,12.8,11.3,0.128,0.013000000000000001,0.6,0.096,0.185,-0.2,0.1,-0.1,-0.029,-6.1,-1.5,-7.5,-0.2
Damian Jones,249,15.7,0.66,0.185,0.323,8.2,18.1,13.3,0.08,0.013999999999999999,4.3,0.149,0.155,0.4,0.4,0.8,0.151,-1.9,1.6,-0.3,0.1
Derrick Jones Jr.,1611,11.9,0.6,0.482,0.274,5.0,10.7,7.9,0.054000000000000006,0.015,2.3,0.106,0.149,1.4,1.4,2.8,0.084,-1.1,-0.4,-1.5,0.2
Herbert Jones,2071,13.8,0.642,0.463,0.265,3.8,9.2,6.5,0.114,0.022000000000000002,2.9,0.11900000000000001,0.142,3.2,2.8,6.0,0.14,-0.5,1.7,1.2,1.7
Mason Jones,20,15.8,0.509,0.833,0.333,5.5,23.0,14.1,0.312,0.024,0.0,0.127,0.168,0.0,0.0,0.1,0.137,1.3,2.4,3.7,0.0
Tre Jones,1901,14.8,0.605,0.316,0.219,2.8,11.1,6.9,0.308,0.017,0.3,0.154,0.14800000000000002,3.3,1.2,4.4,0.112,-0.3,-0.2,-0.5,0.7
Tyus Jones,1933,16.5,0.578,0.384,0.06,1.1,9.1,5.0,0.348,0.017,0.8,0.08800000000000001,0.163,3.8,0.7,4.5,0.113,1.5,-0.8,0.6,1.3
DeAndre Jordan,386,16.4,0.61,0.0,0.57,16.0,28.4,22.4,0.08800000000000001,0.008,3.5,0.165,0.158,0.6,0.6,1.2,0.147,-1.5,-0.1,-1.6,0.0
Cory Joseph,296,6.2,0.47,0.656,0.109,2.2,8.7,5.4,0.172,0.006999999999999999,0.9,0.152,0.11199999999999999,0.0,0.2,0.2,0.033,-4.0,-0.7,-4.7,-0.2
Nikola Jović,706,12.0,0.566,0.571,0.176,3.6,21.4,12.4,0.15,0.015,1.8,0.134,0.165,0.3,1.1,1.3,0.092,-1.5,1.4,-0.1,0.3
Johnny Juzang,209,6.9,0.549,0.758,0.015,2.7,8.9,5.8,0.071,0.0,0.0,0.083,0.145,0.1,0.0,0.0,0.009,-3.0,-3.1,-6.2,-0.2
Luke Kennard,972,13.4,0.644,0.759,0.145,1.2,11.6,6.2,0.21,0.01,0.2,0.136,0.16899999999999998,1.4,0.7,2.0,0.101,0.8,-0.9,-0.1,0.5
Walker Kessler,1484,17.8,0.66,0.055,0.268,12.3,23.2,17.8,0.055,0.01,9.2,0.145,0.128,2.3,1.8,4.1,0.131,-0.5,1.3,0.8,1.0
Braxton Key,59,15.0,0.509,0.294,0.353,5.8,23.9,15.1,0.192,0.017,1.4,0.048,0.153,0.1,0.1,0.2,0.151,0.0,1.3,1.3,0.0
Corey Kispert,1805,12.5,0.614,0.606,0.2,1.5,10.4,5.8,0.099,0.01,0.6,0.1,0.198,1.2,0.4,1.6,0.043,-0.4,-1.9,-2.3,-0.1
Maxi Kleber,752,7.7,0.548,0.635,0.278,3.2,14.1,8.7,0.091,0.009000000000000001,2.5,0.145,0.094,0.3,0.6,0.9,0.06,-3.0,0.6,-2.3,-0.1
Kevin Knox,560,9.9,0.57,0.505,0.118,3.5,11.5,7.5,0.059000000000000004,0.011000000000000001,1.1,0.10099999999999999,0.165,0.2,0.2,0.4,0.034,-2.8,-1.8,-4.6,-0.4
John Konchar,1173,11.4,0.537,0.577,0.12,6.5,18.0,12.0,0.131,0.021,4.0,0.174,0.09699999999999999,0.5,1.7,2.2,0.09,-2.7,2.2,-0.5,0.4
Furkan Korkmaz,300,9.3,0.519,0.526,0.263,1.4,9.8,5.5,0.11,0.023,0.9,0.105,0.136,0.0,0.3,0.3,0.053,-3.2,0.4,-2.8,-0.1
Luke Kornet,863,19.3,0.725,0.0,0.277,13.7,14.7,14.2,0.085,0.012,5.6,0.092,0.11,2.9,1.4,4.3,0.241,1.3,1.9,3.3,1.1
Vit Krejci,387,9.1,0.693,0.671,0.071,1.6,7.6,4.5,0.11,0.01,1.4,0.14300000000000002,0.091,0.5,0.1,0.6,0.074,-2.5,-0.2,-2.7,-0.1
Jonathan Kuminga,1843,17.0,0.597,0.191,0.349,5.2,14.2,9.7,0.121,0.013000000000000001,1.7,0.10800000000000001,0.244,2.4,1.8,4.2,0.109,0.0,-0.5,-0.4,0.7
Kyle Kuzma,2243,15.8,0.548,0.343,0.184,2.9,19.1,10.8,0.21,0.008,1.7,0.11800000000000001,0.298,-0.9,1.1,0.3,0.006,0.5,-1.6,-1.1,0.5
Jock Landale,583,15.1,0.554,0.185,0.299,13.6,13.1,13.4,0.11,0.011000000000000001,4.4,0.11,0.145,0.9,0.8,1.7,0.142,-1.1,0.5,-0.6,0.2
Jake LaRavia,621,11.3,0.502,0.504,0.353,7.8,11.0,9.4,0.106,0.018000000000000002,1.2,0.10099999999999999,0.20600000000000002,0.0,0.6,0.6,0.043,-2.7,-1.2,-3.9,-0.3
Zach LaVine,872,15.1,0.578,0.449,0.274,1.0,15.8,8.3,0.17,0.012,0.9,0.11,0.239,0.8,0.7,1.4,0.079,0.8,-0.7,0.1,0.5
A.J. Lawson,254,13.1,0.559,0.429,0.214,5.2,10.3,7.8,0.077,0.019,1.0,0.085,0.198,0.1,0.2,0.4,0.069,-2.1,-1.2,-3.3,-0.1
Saben Lee,178,13.3,0.477,0.302,0.736,6.1,13.2,9.8,0.215,0.019,1.5,0.102,0.19,0.1,0.2,0.3,0.089,-2.2,0.6,-1.6,0.0
Alex Len,369,15.4,0.626,0.041,0.411,12.3,21.5,16.8,0.129,0.013000000000000001,6.7,0.203,0.125,0.5,0.5,1.1,0.14,-2.3,2.3,0.0,0.2
Kawhi Leonard,2330,23.3,0.626,0.289,0.246,4.3,15.7,10.2,0.168,0.024,2.3,0.085,0.266,6.1,2.7,8.9,0.182,4.8,0.6,5.4,4.4
Caris LeVert,1781,14.2,0.51,0.412,0.237,2.2,13.4,7.9,0.267,0.019,1.6,0.113,0.231,0.6,2.5,3.1,0.082,-0.8,0.8,0.0,0.9
Kira Lewis Jr.,204,8.4,0.434,0.375,0.236,4.4,7.5,6.0,0.196,0.013999999999999999,0.9,0.131,0.193,-0.2,0.2,0.0,-0.007,-4.2,-1.4,-5.6,-0.2
Kira Lewis Jr.,144,5.7,0.387,0.385,0.212,3.1,7.6,5.4,0.161,0.017,0.7,0.12300000000000001,0.195,-0.3,0.1,-0.1,-0.043,-6.4,-1.0,-7.4,-0.2
Kira Lewis Jr.,2,-7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.01,-22.2,-0.1,-22.4,0.0
Kira Lewis Jr.,58,15.5,0.552,0.35,0.3,7.7,7.5,7.6,0.289,0.008,1.5,0.15,0.192,0.1,0.0,0.1,0.083,1.8,-2.4,-0.6,0.0
Maxwell Lewis,88,-3.4,0.233,0.4,0.0,1.3,2.4,1.9,0.066,0.011000000000000001,1.0,0.348,0.113,-0.4,0.0,-0.3,-0.171,-9.6,-2.5,-12.1,-0.2
E.J. Liddell,23,4.3,0.291,0.833,0.333,0.0,23.7,12.0,0.052000000000000005,0.043,8.6,0.225,0.168,-0.1,0.1,0.0,-0.088,-8.7,4.1,-4.6,0.0
Damian Lillard,2402,19.8,0.591,0.489,0.388,1.6,11.7,6.8,0.29,0.013999999999999999,0.5,0.11,0.282,5.6,1.9,7.4,0.149,3.5,-1.2,2.3,2.6
Nassir Little,446,10.2,0.585,0.569,0.172,3.8,14.1,9.2,0.062000000000000006,0.011000000000000001,2.0,0.094,0.134,0.4,0.4,0.8,0.081,-2.1,-0.5,-2.6,-0.1
Dereck Lively II,1294,18.1,0.728,0.007,0.274,11.5,20.5,16.0,0.063,0.013000000000000001,5.2,0.131,0.126,3.1,1.8,4.9,0.181,-0.2,0.8,0.5,0.8
Isaiah Livers,469,5.1,0.46,0.664,0.155,3.5,8.0,5.7,0.069,0.013000000000000001,0.9,0.114,0.127,-0.3,0.2,-0.1,-0.014,-5.0,-1.4,-6.4,-0.5
Chris Livingston,72,6.0,0.503,0.222,0.111,3.1,19.2,11.4,0.08800000000000001,0.013000000000000001,0.0,0.17500000000000002,0.13699999999999998,-0.1,0.1,0.0,0.011,-7.2,-0.8,-8.0,-0.1
Kenneth Lofton Jr.,108,6.0,0.413,0.279,0.349,2.0,16.9,9.2,0.2,0.013999999999999999,2.6,0.139,0.22899999999999998,-0.3,0.1,-0.2,-0.072,-6.9,0.0,-6.9,-0.1
Kenneth Lofton Jr.,99,8.3,0.447,0.27,0.405,2.1,15.0,8.3,0.218,0.015,2.8,0.121,0.215,-0.1,0.1,0.0,-0.014,-5.4,0.9,-4.6,-0.1
Kenneth Lofton Jr.,9,-20.0,0.167,0.333,0.0,0.0,37.7,18.5,0.0,0.0,0.0,0.25,0.384,-0.1,0.0,-0.1,-0.708,-23.4,-9.3,-32.7,-0.1
Kevon Looney,1108,15.0,0.629,0.005,0.355,12.7,24.7,18.7,0.145,0.01,1.9,0.159,0.11,2.3,1.4,3.7,0.161,-0.8,1.4,0.6,0.7
Brook Lopez,2188,14.7,0.607,0.536,0.178,5.2,13.3,9.3,0.07200000000000001,0.009000000000000001,6.7,0.086,0.156,2.8,2.6,5.4,0.119,0.1,1.0,1.2,1.7
Robin Lopez,65,6.6,0.453,0.421,0.105,5.2,3.3,4.2,0.078,0.006999999999999999,3.9,0.091,0.145,0.0,0.0,0.0,0.008,-4.6,-1.3,-6.0,-0.1
Kevin Love,822,18.7,0.606,0.695,0.341,6.8,33.7,20.1,0.193,0.01,1.1,0.098,0.21100000000000002,1.7,1.4,3.1,0.182,3.0,1.1,4.1,1.3
Kyle Lowry,1560,11.1,0.588,0.661,0.197,2.3,10.7,6.5,0.20199999999999999,0.018000000000000002,1.2,0.168,0.133,1.4,1.8,3.2,0.098,-1.8,0.9,-0.9,0.4
Kyle Lowry,1037,10.9,0.582,0.665,0.174,2.7,11.5,7.0,0.195,0.019,1.4,0.16899999999999998,0.135,0.7,1.4,2.1,0.098,-2.0,1.2,-0.7,0.3
Kyle Lowry,523,11.5,0.6,0.653,0.246,1.7,9.1,5.3,0.21600000000000003,0.017,0.9,0.166,0.129,0.6,0.4,1.1,0.098,-1.5,0.3,-1.2,0.1
Seth Lundy,52,0.1,0.373,0.765,0.235,2.0,13.0,7.3,0.0,0.0,0.0,0.051,0.158,-0.1,0.0,-0.1,-0.09,-7.7,-5.0,-12.7,-0.1
Trey Lyles,987,11.7,0.603,0.685,0.241,5.6,19.8,12.6,0.075,0.006,1.4,0.1,0.14400000000000002,1.1,0.8,1.9,0.094,-0.6,-1.0,-1.6,0.1
Théo Maledon,213,3.2,0.385,0.429,0.214,2.0,10.9,6.3,0.17800000000000002,0.016,0.0,0.19,0.195,-0.6,0.1,-0.5,-0.121,-8.3,-2.1,-10.4,-0.5
Théo Maledon,200,3.9,0.379,0.455,0.182,2.2,11.1,6.4,0.19,0.017,0.0,0.174,0.19,-0.5,0.1,-0.5,-0.109,-7.7,-1.8,-9.5,-0.4
Théo Maledon,13,-8.0,0.47,0.0,0.75,0.0,8.2,4.3,0.0,0.0,0.0,0.36100000000000004,0.277,-0.1,0.0,-0.1,-0.297,-17.5,-6.2,-23.7,-0.1
Sandro Mamukelashvili,268,16.6,0.56,0.427,0.213,12.0,20.1,16.0,0.179,0.011000000000000001,2.8,0.09300000000000001,0.16899999999999998,0.5,0.2,0.7,0.126,0.2,-0.2,0.1,0.1
Terance Mann,1697,11.2,0.593,0.438,0.189,5.4,9.4,7.5,0.085,0.011000000000000001,0.8,0.078,0.133,2.4,0.9,3.3,0.094,-1.1,-0.9,-2.0,0.0
Tre Mann,761,12.8,0.549,0.402,0.159,2.5,15.8,9.0,0.23500000000000001,0.021,0.1,0.16,0.18100000000000002,0.2,0.5,0.8,0.047,-2.0,0.3,-1.7,0.1
Tre Mann,119,14.2,0.606,0.475,0.025,3.9,18.0,11.3,0.222,0.012,0.0,0.182,0.18,0.1,0.1,0.3,0.101,0.3,-0.3,0.0,0.1
Tre Mann,642,12.6,0.539,0.388,0.184,2.2,15.4,8.5,0.237,0.022000000000000002,0.1,0.155,0.18100000000000002,0.1,0.4,0.5,0.037,-2.5,0.4,-2.1,0.0
Boban Marjanović,55,16.3,0.501,0.083,0.375,11.6,33.2,22.3,0.11,0.0,1.7,0.067,0.231,0.0,0.1,0.1,0.104,-2.0,-2.0,-4.0,0.0
Lauri Markkanen,1820,21.4,0.631,0.493,0.311,7.4,19.6,13.6,0.095,0.013000000000000001,1.3,0.071,0.25,5.2,1.0,6.2,0.163,5.0,-1.4,3.6,2.6
Naji Marshall,1213,12.8,0.574,0.412,0.231,4.8,16.3,10.6,0.135,0.019,1.0,0.136,0.16399999999999998,0.9,1.6,2.6,0.102,-1.3,0.6,-0.7,0.4
Caleb Martin,1518,11.3,0.54,0.409,0.183,4.9,14.3,9.6,0.114,0.013999999999999999,1.4,0.11,0.17300000000000001,0.3,1.9,2.3,0.072,-2.0,0.1,-1.9,0.0
Cody Martin,753,9.2,0.46,0.4,0.153,2.7,13.9,8.1,0.19100000000000003,0.021,2.2,0.161,0.16,-0.7,0.5,-0.2,-0.011,-4.1,0.6,-3.6,-0.3
KJ Martin,667,9.6,0.559,0.174,0.255,5.5,14.4,9.9,0.094,0.016,1.2,0.135,0.134,0.3,0.6,0.9,0.066,-4.4,0.0,-4.3,-0.4
KJ Martin,31,6.9,0.46,0.5,0.2,3.8,7.1,5.5,0.043,0.032,2.9,0.155,0.18300000000000002,-0.1,0.0,0.0,-0.038,-6.9,0.6,-6.3,0.0
KJ Martin,636,9.8,0.565,0.152,0.258,5.6,14.8,10.1,0.09699999999999999,0.015,1.2,0.134,0.132,0.3,0.6,0.9,0.071,-4.2,0.0,-4.2,-0.4
Garrison Mathews,843,8.4,0.673,0.867,0.206,1.7,8.8,5.2,0.049,0.009000000000000001,0.7,0.08,0.105,1.2,0.2,1.4,0.077,-2.3,-0.9,-3.2,-0.3
